loan_status,loan_amount,loan_term,interest_rate,grade,purpose,employment_length,annual_income
default,14921.125,60.0,19.515411,d,debt_consolidation,5.9435616,45819.715
default,33394.758,60.0,20.994501,f,debt_consolidation,5.614716,90122.945
default,1691.7017,41.596638,13.49021,c,other,2.5336137,11570.588
default,4800.0,60.0,10.809309,b,other,4.371298,61061.883
default,10000.0,36.0,12.472985,d,small_business,5.5116587,40000.0
default,4415.44,36.0,6.489775,c,debt_consolidation,5.6511974,48000.0
default,11917.118,60.0,18.685211,b,debt_consolidation,7.663056,33841.926
default,20000.0,36.0,15.751543,d,debt_consolidation,8.724441,82013.39
default,33541.207,60.0,17.671114,b,debt_consolidation,3.588839,60246.695
default,15489.835,36.0,13.078132,c,debt_consolidation,5.550823,93140.664
default,11965.661,36.0,11.450482,e,house,7.051508,26000.0
default,18000.0,60.0,17.610342,e,debt_consolidation,4.177442,90336.414
default,33541.207,60.0,14.33518,f,debt_consolidation,9.947856,130012.77
default,10000.0,36.0,8.213494,c,debt_consolidation,10.0,56902.742
default,28297.488,60.0,18.256985,e,debt_consolidation,2.0743718,120000.0
default,21564.992,60.0,13.96799,b,debt_consolidation,5.1743,39026.293
default,33541.207,60.0,14.603118,f,debt_consolidation,4.2128434,125000.0
default,24250.0,60.0,12.131891,c,debt_consolidation,1.7711422,54771.14
default,8258.3955,51.503716,10.8010435,d,debt_consolidation,4.354012,65682.17
default,4825.1074,36.0,10.9538355,b,debt_consolidation,5.340517,35329.742
default,9204.739,36.0,11.979106,d,debt_consolidation,8.0118475,150996.06
default,2927.9167,60.0,11.9167595,d,debt_consolidation,1.5406249,96639.586
default,16000.0,43.650654,15.359258,b,debt_consolidation,2.5938861,48000.0
default,4000.0,60.0,15.603373,d,debt_consolidation,1.0,24000.0
default,8075.437,36.0,13.643304,c,debt_consolidation,3.1885922,39175.438
default,8456.982,36.0,14.583196,c,debt_consolidation,4.011249,55427.9
default,12000.0,60.0,15.100571,b,debt_consolidation,3.458784,121544.3
default,10068.606,60.0,19.65312,d,debt_consolidation,9.142415,56000.688
default,24380.244,60.0,12.148328,c,debt_consolidation,2.4208512,95000.0
default,7889.2607,46.711277,15.945969,b,debt_consolidation,5.1241226,36958.492
default,14063.271,42.014816,16.881063,e,small_business,7.7444434,38582.848
default,12629.891,58.206535,18.196787,b,debt_consolidation,9.476907,37193.938
default,12000.0,38.753624,16.392391,c,house,10.0,54000.0
default,17657.725,54.57105,16.548681,c,debt_consolidation,9.547587,58845.242
default,3000.0,60.0,12.819333,a,other,1.3350426,21734.018
default,20000.0,39.115574,12.551809,e,debt_consolidation,3.7403688,44675.46
default,4043.7197,36.0,14.618486,a,debt_consolidation,1.0,70390.7
default,9000.0,49.429504,15.893758,b,debt_consolidation,3.3213122,35000.0
default,5685.7627,60.0,14.866084,b,other,10.0,99996.0
default,12771.359,36.859215,14.913391,d,medical,2.2864044,141924.55
default,5000.0,36.0,11.256764,d,small_business,4.4134173,40000.0
default,25000.0,36.0,13.433789,c,home_improvement,7.3189154,261825.31
default,7028.653,60.0,16.466278,b,credit_card,1.1432652,69999.88
default,10000.0,36.0,12.5849905,a,debt_consolidation,2.7413895,38400.0
default,6000.0,36.0,11.769831,b,small_business,7.49987,68032.73
default,12000.0,55.237247,15.436063,d,debt_consolidation,6.396896,30000.0
default,8000.0,36.0,13.627766,a,debt_consolidation,1.2462653,37754.76
default,14107.863,53.842724,17.9627,e,small_business,4.0262127,62000.0
default,15000.0,59.287415,19.085773,c,debt_consolidation,10.0,60000.0
default,9622.306,43.338356,16.27283,e,debt_consolidation,2.834589,22874.887
default,2919.262,36.0,9.662678,d,debt_consolidation,4.192619,27357.785
default,30000.0,60.0,17.08383,g,debt_consolidation,3.5631452,99997.25
default,6194.5503,36.0,13.588957,c,other,4.65877,85914.695
default,12000.0,60.0,11.893382,c,debt_consolidation,8.184778,34911.254
default,32288.594,60.0,19.440466,c,debt_consolidation,4.228121,80000.0
default,24927.146,60.0,13.976452,d,debt_consolidation,1.2185602,124814.57
default,7000.0,39.201103,14.44649,b,debt_consolidation,6.3331037,36361.242
default,33541.207,42.310375,17.633528,c,debt_consolidation,8.525865,85000.0
default,15000.0,60.0,18.244087,d,debt_consolidation,4.9221745,54000.0
default,19054.062,60.0,16.501488,b,debt_consolidation,4.081262,38108.125
default,12800.0,60.0,12.075109,b,debt_consolidation,2.622704,61762.27
default,25000.0,60.0,12.42,f,debt_consolidation,10.0,67502.08
default,12951.767,59.15194,10.65318,d,house,1.1413436,31192.934
default,13694.626,60.0,16.886868,d,debt_consolidation,9.526872,81045.805
default,32292.285,60.0,21.360525,c,debt_consolidation,8.293176,80000.0
default,30000.0,60.0,18.375776,a,small_business,6.219074,60000.0
default,10025.559,36.0,9.819135,b,debt_consolidation,4.0,79098.64
default,12358.63,51.392895,15.772738,b,debt_consolidation,5.793147,68000.0
default,2405.9065,36.0,11.864313,c,other,3.6236255,32000.0
default,11825.871,60.0,14.375837,f,credit_card,8.129355,49893.2
default,5000.0,36.0,14.859827,c,debt_consolidation,5.4275837,33000.0
default,1296.7372,50.50441,11.429924,b,moving,1.0,9600.0
default,21592.11,60.0,16.034407,d,debt_consolidation,1.3734374,47825.23
default,9000.0,36.0,11.474442,d,debt_consolidation,7.6590257,42102.453
default,12640.56,60.0,14.063148,e,debt_consolidation,10.0,65000.0
default,3911.4565,58.234077,13.152913,b,other,9.558519,90851.77
default,22957.723,60.0,16.418303,d,debt_consolidation,8.450634,68000.0
default,15000.0,53.464874,14.626709,d,debt_consolidation,9.272297,54998.91
default,4676.927,50.15416,15.488012,c,debt_consolidation,5.3590264,55146.15
default,5201.5503,36.0,11.590028,b,debt_consolidation,3.616354,19127.223
default,33541.207,60.0,16.981829,b,debt_consolidation,10.0,72622.57
default,8000.0,36.0,13.849769,d,debt_consolidation,1.9849021,52000.0
default,7592.516,60.0,17.05814,a,debt_consolidation,1.523888,33966.363
default,7454.4214,36.0,14.755278,d,credit_card,5.3632636,231590.47
default,4819.3364,36.0,15.313323,b,debt_consolidation,3.1661675,90722.055
default,10460.903,36.0,8.606507,c,credit_card,3.9376965,32612.46
default,16868.953,60.0,17.545061,e,debt_consolidation,6.723844,52000.0
default,14828.507,51.768345,14.106134,b,debt_consolidation,5.4008994,76828.51
default,10000.0,60.0,17.22543,b,debt_consolidation,9.2404995,83026.15
default,12500.0,56.92132,15.392291,b,debt_consolidation,5.384835,42000.0
default,33541.207,60.0,15.790851,c,debt_consolidation,7.8260717,97695.66
default,4041.8337,36.0,7.149857,c,debt_consolidation,7.627505,35000.0
default,14371.723,60.0,9.456361,c,debt_consolidation,1.2120817,65000.0
default,11060.024,60.0,16.251822,d,debt_consolidation,4.400979,26380.566
default,13000.0,55.30894,15.032353,a,debt_consolidation,8.631774,54000.0
default,7880.1353,60.0,14.524586,c,debt_consolidation,2.6027007,75400.67
default,10000.0,60.0,14.895824,b,debt_consolidation,10.0,60000.0
default,12194.078,60.0,16.958797,b,debt_consolidation,7.816621,61322.79
default,1135.05,36.0,9.30345,a,other,3.0257504,18810.3
default,15000.0,36.11279,11.030886,e,debt_consolidation,1.9953005,45000.0
default,10000.0,44.325985,14.035253,d,home_improvement,1.0,72000.0
default,25418.846,60.0,14.665197,d,debt_consolidation,4.8520694,55656.332
default,5703.714,36.0,11.089827,c,major_purchase,3.9371455,12000.0
default,8324.461,60.0,17.050253,e,debt_consolidation,1.3776977,40000.0
default,8476.353,39.24312,9.625092,a,small_business,2.0,27000.0
default,33541.207,60.0,11.144668,b,debt_consolidation,8.711102,54140.734
default,9000.0,49.105316,10.847053,d,debt_consolidation,3.1842194,55559.22
default,23926.752,60.0,18.83063,b,debt_consolidation,10.0,85000.0
default,13786.509,60.0,17.667307,f,other,2.1534536,30000.0
default,12138.85,53.335217,14.25837,b,debt_consolidation,7.778405,123000.0
default,10000.0,54.106606,14.992697,d,debt_consolidation,10.0,60000.0
default,12000.0,38.454945,9.369508,b,debt_consolidation,2.8977106,32040.916
default,7000.0,36.0,9.464031,a,wedding,6.9568415,43529.53
default,1374.8268,36.0,11.410393,c,major_purchase,3.6689758,38129.17
default,2976.9846,36.0,8.032995,c,debt_consolidation,6.447632,41154.906
default,20044.875,60.0,21.7792,f,debt_consolidation,8.179497,73017.95
default,9077.515,60.0,14.158227,b,debt_consolidation,5.899401,50656.52
default,14995.024,59.880585,19.224722,c,debt_consolidation,4.004976,75000.0
default,23486.588,52.735622,11.596666,b,debt_consolidation,4.486588,31256.705
default,8000.0,36.0,12.670683,d,debt_consolidation,2.9100726,35000.0
default,4000.0,36.0,14.224324,b,debt_consolidation,1.7016969,60000.0
default,21482.918,60.0,19.460835,e,debt_consolidation,8.327394,81330.96
default,12000.0,60.0,16.635176,b,debt_consolidation,3.5477557,51896.816
default,7175.3315,40.20795,12.069797,b,debt_consolidation,2.5779822,109649.336
default,18165.818,55.89832,14.430681,g,credit_card,7.1454835,82674.11
default,7000.0,50.045826,10.1231575,b,credit_card,2.0,44943.816
default,6000.0,40.266514,9.106388,d,moving,8.933372,93356.26
default,4000.0,49.518192,15.237711,b,major_purchase,2.126516,30000.0
default,7160.9624,40.68451,12.635191,e,debt_consolidation,5.2192483,26365.361
default,7547.7305,54.090786,13.437758,a,debt_consolidation,1.0,55000.0
default,16965.723,42.628937,8.512224,e,debt_consolidation,3.2762058,43144.758
default,12957.72,60.0,21.678926,b,debt_consolidation,3.9038012,72000.0
default,20000.0,60.0,15.822596,c,debt_consolidation,6.8039064,75000.0
default,5734.0317,60.0,15.235345,b,other,10.0,99996.0
default,5800.8623,43.965515,13.178793,d,debt_consolidation,1.3318965,19132.293
default,1167.8333,36.0,13.872517,c,medical,4.839166,60000.0
default,15850.255,59.959167,18.628208,b,debt_consolidation,2.008507,42999.14
default,15000.0,60.0,18.011755,d,debt_consolidation,5.793417,54000.0
default,16000.0,60.0,12.929909,c,debt_consolidation,1.2003031,56087.293
default,24000.0,37.15775,15.962894,c,debt_consolidation,8.096479,90000.0
default,10122.814,36.0,12.026931,b,debt_consolidation,3.7633274,38001.227
default,7000.0,60.0,11.543156,b,debt_consolidation,10.0,31192.65
default,1009.2615,37.111374,17.878399,b,debt_consolidation,1.3704581,24000.0
default,20959.7,59.03278,20.685326,c,debt_consolidation,9.758195,98000.0
default,5000.0,36.0,12.678223,c,debt_consolidation,5.825527,30000.0
default,16000.0,60.0,10.886597,b,debt_consolidation,5.841209,96998.11
default,6885.616,54.301376,17.52224,d,debt_consolidation,1.7625574,54000.0
default,7763.341,54.59286,14.863513,d,debt_consolidation,2.675892,48000.0
default,24239.82,60.0,18.45851,d,debt_consolidation,10.0,72239.82
default,30000.0,60.0,19.178886,e,debt_consolidation,10.0,118460.33
default,15654.062,55.535355,15.244882,b,debt_consolidation,1.3720539,70000.0
default,5000.0,36.0,7.954427,c,debt_consolidation,1.3214028,52419.65
default,12000.0,60.0,10.365034,b,credit_card,4.488513,46856.668
default,2179.3513,40.95568,14.927233,c,car,8.76108,48000.0
default,30594.312,60.0,21.808208,d,debt_consolidation,2.8682454,76584.836
default,30000.0,60.0,21.436636,e,debt_consolidation,9.387005,116204.33
default,12134.619,54.461998,14.67001,b,debt_consolidation,5.0769997,28615.4
default,15034.273,49.032433,17.441225,d,debt_consolidation,5.655856,35543.02
default,1643.8307,53.096127,15.051693,b,home_improvement,8.0,55803.79
default,5000.0,56.073013,17.096611,c,debt_consolidation,1.1636244,37049.086
default,6806.8184,36.0,10.65,b,debt_consolidation,3.0,52872.184
default,12870.847,44.50164,11.77175,b,debt_consolidation,5.062705,38001.418
default,3993.0332,36.257233,7.711018,b,other,9.946409,43197.812
default,10000.0,36.0,13.947733,a,debt_consolidation,2.8928895,80000.0
default,3212.9988,50.605637,11.715423,b,other,4.608568,43075.85
default,16000.0,53.557434,13.266374,d,debt_consolidation,2.7315598,64885.914
default,4000.0,36.0,11.352818,c,debt_consolidation,1.2244798,50989.574
default,15527.191,60.0,19.653955,c,debt_consolidation,5.2426963,123242.695
default,5669.973,36.0,14.525125,c,other,1.4306035,85107.65
default,5000.0,46.99024,12.786932,d,other,6.3365874,55000.0
default,14290.299,36.7761,9.977262,d,debt_consolidation,8.064675,52000.0
default,22163.326,60.0,14.153376,d,debt_consolidation,1.5574589,50139.363
default,15000.0,56.762535,14.4467125,e,debt_consolidation,9.134894,54999.46
default,3428.6929,60.0,8.575568,a,other,3.19966,84971.48
default,25000.0,60.0,18.959099,d,debt_consolidation,9.836739,75000.0
default,22787.223,59.744465,17.466362,d,debt_consolidation,2.0212946,95010.65
default,25000.0,36.0,12.560224,e,credit_card,8.111492,236681.3
default,25000.0,60.0,20.23356,d,debt_consolidation,1.0808496,90067.375
default,25000.0,58.507507,20.93091,f,debt_consolidation,9.937813,100000.0
default,4956.6606,36.0,11.614087,d,debt_consolidation,9.067515,19200.0
default,11210.202,45.477573,10.453826,c,debt_consolidation,8.025506,129334.34
default,23797.275,60.0,12.297479,b,debt_consolidation,7.375875,39300.234
default,15044.062,36.0,16.7,d,debt_consolidation,4.725415,28277.701
default,5000.0,36.0,14.703067,c,debt_consolidation,4.531811,33000.0
default,18083.76,60.0,12.250585,e,debt_consolidation,6.8613205,51871.332
default,31058.244,58.60216,12.583664,c,debt_consolidation,9.82527,62260.215
default,8000.0,45.555805,16.454855,c,debt_consolidation,3.3889515,54757.67
default,12000.0,43.256058,9.1176815,c,other,6.092993,80000.0
default,12000.0,60.0,14.580176,c,debt_consolidation,4.307406,81997.47
default,10000.0,36.0,14.387793,d,debt_consolidation,2.8876586,45000.0
default,15874.169,36.0,12.7777,c,debt_consolidation,2.1324766,93125.83
default,29978.662,60.0,13.758865,a,debt_consolidation,9.644359,59893.31
default,25114.53,60.0,11.694352,e,debt_consolidation,5.572644,62839.66
default,12000.0,47.409893,11.062129,b,debt_consolidation,3.0983515,108000.0
default,10000.0,60.0,13.786654,b,small_business,7.5275393,93494.49
default,19902.465,60.0,16.258457,d,debt_consolidation,8.902727,48000.0
default,2848.246,41.789536,14.602098,b,home_improvement,7.828924,80000.0
default,25000.0,60.0,18.343544,d,debt_consolidation,1.2237406,60000.0
default,4682.027,60.0,16.519453,c,debt_consolidation,4.435472,36932.74
default,5000.0,36.0,12.576814,b,debt_consolidation,1.3918469,30000.0
default,8933.857,36.0,12.22856,b,debt_consolidation,3.5874295,35190.492
default,20142.537,49.683514,17.35344,d,debt_consolidation,4.280586,51342.086
default,5685.8213,48.56714,10.304178,b,debt_consolidation,2.9527383,33188.508
default,2138.116,53.37043,16.444304,e,other,2.723768,42000.0
default,24548.414,60.0,12.304059,b,debt_consolidation,2.3612688,40136.8
default,1802.154,46.35957,13.850158,a,debt_consolidation,6.1151614,63000.0
default,12777.944,36.0,11.951593,c,debt_consolidation,8.518629,79444.11
default,3592.3816,60.0,15.907721,d,other,1.2285528,39999.695
default,17491.094,50.03442,16.127207,d,debt_consolidation,5.3218594,37506.582
default,8699.984,45.599255,13.838021,d,debt_consolidation,2.5998757,55397.57
default,11347.632,42.442104,15.012474,c,debt_consolidation,6.073684,33345.28
default,24599.297,60.0,16.95027,e,debt_consolidation,10.0,58028.164
default,12000.0,36.0,12.21757,c,debt_consolidation,4.222808,75000.0
default,6000.0,36.0,11.328134,c,debt_consolidation,2.3640125,50000.0
default,5035.22,36.0,11.736415,b,debt_consolidation,2.6477957,21204.53
default,17957.922,60.0,19.243753,c,debt_consolidation,3.504928,90000.0
default,33541.207,60.0,21.428648,f,debt_consolidation,4.6108766,120244.35
default,8000.0,36.954735,8.096655,c,debt_consolidation,9.960219,86976.13
default,16203.623,60.0,15.228922,d,small_business,10.0,110395.17
default,8513.233,40.23462,10.930009,b,debt_consolidation,10.0,46588.223
default,20000.0,60.0,10.824546,d,debt_consolidation,1.9183322,96000.0
default,15338.064,60.0,16.919647,d,debt_consolidation,10.0,111549.25
default,24161.604,60.0,15.319344,c,debt_consolidation,9.0,66064.766
default,12096.004,40.608166,14.134743,b,debt_consolidation,6.192007,25161.598
default,8000.0,54.960426,17.113134,b,debt_consolidation,4.469876,40000.0
default,3219.4111,38.936535,14.329742,c,debt_consolidation,5.0,20400.0
default,5000.0,57.96829,16.360477,a,other,1.0,48000.0
default,4888.5723,49.371323,14.500685,b,major_purchase,8.328585,54997.77
default,4000.0,36.0,12.153228,b,other,1.9918376,40998.855
default,4419.1064,36.0,13.107974,d,debt_consolidation,7.0746207,94766.81
default,14998.123,60.0,14.816733,e,debt_consolidation,1.0,38997.113
default,10014.865,36.0,13.24885,c,debt_consolidation,2.2229743,50000.297
default,33541.207,60.0,15.822283,e,debt_consolidation,8.619294,70552.28
default,30000.0,60.0,17.356009,d,debt_consolidation,2.9056401,71905.64
default,12972.664,49.121105,10.690796,d,debt_consolidation,2.8131492,31109.342
default,33470.445,60.0,12.618427,e,home_improvement,1.0,261825.31
default,19455.76,59.027885,15.020473,c,credit_card,1.0,80000.0
default,13320.169,59.3085,16.213007,d,debt_consolidation,3.2016878,89223.05
default,8154.7944,45.287674,12.247398,b,debt_consolidation,1.0,30078.945
default,5000.0,52.480724,14.742626,c,debt_consolidation,3.8197277,24000.0
default,12725.137,60.0,17.069796,e,debt_consolidation,2.1229446,59625.684
default,6000.0,36.0,11.392128,b,debt_consolidation,2.791437,35217.36
default,3040.1445,36.0,13.536239,b,other,4.405057,65799.28
default,12901.507,41.089348,12.118611,b,debt_consolidation,3.8482246,37811.742
default,6725.0264,49.198727,9.704921,b,debt_consolidation,6.849629,62774.973
default,4000.0,36.0,16.073132,d,other,8.005098,52543.613
default,5811.379,54.10762,17.161379,b,debt_consolidation,1.2455158,28800.0
default,8479.983,36.0,14.783345,c,debt_consolidation,3.466571,130000.0
default,21000.0,60.0,15.030101,f,debt_consolidation,9.096815,55000.0
default,17755.678,60.0,13.850386,b,debt_consolidation,5.326871,90000.0
default,3221.798,36.0,13.582154,g,medical,2.6038167,147534.61
default,20119.668,60.0,20.729733,f,debt_consolidation,6.3850956,59802.547
default,4000.0,36.0,11.096917,b,other,3.471195,26002.47
default,7913.281,36.0,12.296322,b,other,8.12713,50000.0
default,5000.0,37.414978,10.004969,c,small_business,7.7641706,39999.766
default,30000.0,44.98916,8.12943,f,small_business,4.2509036,60938.176
default,13400.773,60.0,19.345886,b,debt_consolidation,2.3384867,65669.24
default,6567.6626,60.0,14.180959,c,debt_consolidation,6.539645,25995.674
default,12982.53,60.0,16.757923,d,debt_consolidation,6.6506033,50034.94
default,6060.9907,36.0,12.141999,c,debt_consolidation,5.0396023,34807.152
default,33541.207,59.99029,22.347744,b,credit_card,1.00364,100000.0
default,18392.072,60.0,17.071798,d,debt_consolidation,7.9136586,109518.98
default,4000.0,60.0,14.7660475,e,debt_consolidation,3.4047432,24000.0
default,25312.781,60.0,15.23,c,debt_consolidation,9.374436,66625.56
default,12000.0,60.0,14.765683,a,debt_consolidation,6.795952,53064.082
default,7995.9614,58.70768,18.575535,b,debt_consolidation,9.569227,108107.695
default,1500.0,46.066757,15.961698,d,debt_consolidation,3.9361374,56582.23
default,10000.0,36.0,16.981192,c,debt_consolidation,3.213556,31042.71
default,14711.992,60.0,18.78072,b,debt_consolidation,2.9129174,35000.0
default,13979.418,36.0,9.641341,b,debt_consolidation,2.980407,59509.797
default,16000.0,42.565174,14.221457,b,debt_consolidation,3.0941956,58194.254
default,20000.0,60.0,13.666022,e,debt_consolidation,1.5897071,90000.0
default,13875.048,60.0,13.006532,b,debt_consolidation,5.2628555,55579.047
default,6357.812,36.0,7.11829,a,debt_consolidation,5.4802685,92246.71
default,9774.197,60.0,15.965777,b,debt_consolidation,7.177461,80004.0
default,15456.678,60.0,12.6679535,c,debt_consolidation,8.346574,55000.0
default,12000.0,36.756546,7.631852,b,debt_consolidation,5.9054317,36000.0
default,4000.0,36.0,12.738224,b,debt_consolidation,1.1909791,26038.195
default,10000.0,36.0,16.184757,e,debt_consolidation,2.878049,60000.0
default,8000.0,51.664013,16.069727,d,debt_consolidation,8.958002,70000.0
default,24000.0,60.0,14.086741,f,debt_consolidation,10.0,66175.57
default,33541.207,60.0,17.516512,e,debt_consolidation,9.277063,87946.11
default,6448.397,42.064125,15.290436,d,debt_consolidation,8.73664,58357.97
default,11992.413,60.0,19.937038,c,debt_consolidation,9.751686,85000.0
default,8273.903,60.0,16.26582,d,wedding,2.2609692,44273.902
default,6009.2905,36.0,10.538383,b,debt_consolidation,5.2322617,62045.62
default,12893.398,60.0,18.281689,c,debt_consolidation,1.1980593,75000.0
default,15000.0,39.550068,15.27,c,debt_consolidation,6.295839,38000.0
default,24866.863,60.0,18.087399,c,debt_consolidation,5.934913,95355.03
default,7902.0015,36.0,13.361712,c,debt_consolidation,3.0489993,38202.758
default,16817.562,60.0,16.515766,c,debt_consolidation,7.203106,52380.93
default,5000.0,36.0,12.592426,d,debt_consolidation,5.7503667,91350.07
default,1694.0939,41.36699,13.459016,b,other,2.5527508,11565.2295
default,2377.3591,36.0,8.39377,b,debt_consolidation,1.2452818,32000.0
default,2682.0928,46.899677,15.202902,d,debt_consolidation,1.0,35133.188
default,14305.6,60.0,12.165584,b,debt_consolidation,6.9840016,34552.32
default,20000.0,39.849365,9.239274,b,debt_consolidation,5.198049,60000.0
default,4000.0,40.349842,8.402834,c,debt_consolidation,6.093783,35000.727
default,17000.0,57.341534,15.543601,e,debt_consolidation,7.4461527,64977.848
default,6000.0,43.538963,10.97859,c,debt_consolidation,10.0,42000.0
default,33541.207,60.0,13.451782,c,debt_consolidation,10.0,85360.766
default,5000.0,60.0,14.1349,c,debt_consolidation,1.9684345,36000.0
default,2000.0,49.43394,17.410372,c,debt_consolidation,3.3207576,39220.125
default,10882.74,36.0,13.232199,b,debt_consolidation,5.7523184,30413.81
default,1000.0,36.0,11.622121,b,other,5.336748,35000.0
default,24469.793,60.0,13.665681,d,debt_consolidation,3.8277664,46395.887
default,9338.771,36.0,9.240413,d,debt_consolidation,2.741522,85001.74
default,17000.0,60.0,18.4527,d,debt_consolidation,10.0,51883.887
default,6890.03,36.0,11.8041935,b,debt_consolidation,5.3759522,20609.97
default,2952.3596,36.0,10.92822,b,debt_consolidation,3.809438,40000.0
default,24000.0,60.0,19.089851,e,debt_consolidation,9.765087,77912.73
default,16000.0,60.0,12.672312,b,debt_consolidation,1.2307131,39999.848
default,33541.207,60.0,12.984376,f,debt_consolidation,8.568116,100142.03
default,9739.491,36.0,15.0209055,c,debt_consolidation,2.302545,40000.0
default,2599.8188,36.0,7.835676,b,other,2.7781804,149667.27
default,33541.207,60.0,18.315529,e,debt_consolidation,10.0,75000.0
default,20000.0,60.0,20.718813,c,debt_consolidation,1.0,90000.0
default,18000.0,56.348663,18.187151,e,debt_consolidation,8.630749,65152.14
default,14974.399,60.0,14.905454,c,debt_consolidation,7.385595,38050.79
default,13575.161,36.0,13.282079,d,debt_consolidation,2.2601292,56887.67
default,12264.378,48.690155,15.196528,d,debt_consolidation,7.356218,30942.486
default,10939.563,40.76777,12.349318,c,other,8.006715,41599.33
default,12000.0,53.305775,13.4917965,b,debt_consolidation,6.4421477,33002.51
default,33541.207,60.0,22.3921,b,moving,3.4168932,217582.02
default,3167.8284,36.0,9.027065,c,debt_consolidation,5.300807,45299.77
default,33541.207,60.0,13.2874565,c,debt_consolidation,10.0,85000.0
default,5000.0,60.0,11.968992,d,debt_consolidation,1.7731096,28800.0
default,12000.0,60.0,11.488985,c,debt_consolidation,5.2936788,60000.0
default,17672.045,60.0,18.275265,d,debt_consolidation,4.0322676,65000.0
default,6000.0,36.0,10.435639,c,debt_consolidation,4.6702147,126000.0
default,20000.0,60.0,15.04265,c,debt_consolidation,2.1218576,65000.0
default,12000.0,36.0,13.924601,d,debt_consolidation,2.1727095,30000.0
default,3787.9844,36.0,11.406605,c,debt_consolidation,3.3038745,67703.79
default,6071.619,60.0,10.683485,b,debt_consolidation,2.2838097,30000.0
default,14394.798,41.049717,15.196591,d,debt_consolidation,3.4208097,43104.055
default,25000.0,48.226067,13.485902,f,small_business,6.075356,93735.87
default,13478.216,60.0,15.855421,c,debt_consolidation,4.478562,33980.527
default,15180.686,38.31775,14.645326,d,debt_consolidation,1.0965729,43000.0
default,15000.0,36.231842,9.696268,c,debt_consolidation,9.99034,48000.0
default,25000.0,60.0,14.112186,e,debt_consolidation,7.3404384,109141.836
default,7272.2686,36.0,9.2383375,d,debt_consolidation,8.31374,60670.03
default,10000.0,48.805126,13.977574,c,debt_consolidation,3.3993592,29253.406
default,2699.5312,36.0,8.546027,b,other,5.669792,14721.5
default,12226.564,41.874855,8.758407,b,debt_consolidation,6.5104284,45000.0
default,1333.9645,36.0,14.247576,b,vacation,6.2868648,34795.777
default,14000.0,56.578484,13.236634,c,debt_consolidation,1.5702527,45071.28
default,22043.664,60.0,15.12385,c,debt_consolidation,9.316563,85386.09
default,4780.6997,49.4736,12.0865,b,debt_consolidation,6.3158,45000.0
default,21209.693,60.0,15.060307,e,debt_consolidation,1.8387756,85790.305
default,2000.0,36.0,15.589457,d,debt_consolidation,2.007219,14404.331
default,9920.992,36.0,6.431364,b,debt_consolidation,2.79008,43200.0
default,11578.6455,59.1458,14.0642805,a,debt_consolidation,8.071183,35000.0
default,7928.0293,36.0,10.094982,b,major_purchase,1.0,21364.182
default,13279.433,36.0,10.9817,e,debt_consolidation,6.912053,37000.0
default,3186.2058,45.4083,15.398182,c,major_purchase,2.3920124,45997.566
default,16013.758,36.0,7.8302817,d,debt_consolidation,10.0,62030.45
default,7000.0,36.0,12.956051,b,wedding,3.8708806,60000.0
default,16881.166,42.493324,15.035742,b,debt_consolidation,4.647224,75000.0
default,14721.489,60.0,11.919433,d,home_improvement,3.0,150000.0
default,2411.384,36.0,16.062984,d,moving,1.9107198,30000.0
default,4000.0,36.0,12.564122,b,debt_consolidation,10.0,48650.707
default,23203.006,60.0,14.3546505,b,debt_consolidation,9.187975,79695.49
default,26107.514,60.0,19.082462,b,debt_consolidation,10.0,60000.0
default,28348.088,60.0,20.186827,e,debt_consolidation,10.0,72000.0
default,25000.0,60.0,19.69,e,debt_consolidation,4.7933383,96000.0
default,7088.907,36.0,12.540752,c,debt_consolidation,4.2218533,55811.094
default,5064.163,60.0,20.06106,c,other,8.300415,67556.836
default,12000.0,60.0,17.568453,e,debt_consolidation,6.9191966,63736.926
default,9000.0,60.0,19.314116,b,debt_consolidation,4.3811903,60000.0
default,11223.191,45.321697,12.37396,a,other,4.4956365,95266.086
default,6000.0,47.27463,15.4159775,d,debt_consolidation,4.711566,40000.0
default,4751.1196,60.0,21.239927,c,home_improvement,3.1629353,64967.414
default,8180.242,36.0,12.205817,b,debt_consolidation,4.1744637,39546.504
default,2738.6162,36.0,11.191062,d,other,7.0,80283.83
default,6000.0,36.0,10.022894,b,debt_consolidation,6.0065193,26801.305
default,12000.0,54.975475,14.6139555,b,debt_consolidation,5.0,69996.0
default,12000.0,36.0,10.781599,c,debt_consolidation,8.853159,87163.836
default,21180.16,56.540913,16.60989,d,debt_consolidation,6.2793565,41855.87
default,12863.6045,60.0,21.855738,c,credit_card,3.1813872,60000.0
default,33541.207,60.0,18.917728,e,debt_consolidation,10.0,75000.0
default,20000.0,50.66055,10.248318,b,debt_consolidation,2.9457188,60000.0
default,12152.255,56.880684,12.749553,c,debt_consolidation,5.350143,27522.018
default,10000.0,60.0,19.507326,g,credit_card,4.4548774,40004.93
default,5000.0,36.0,13.811373,b,debt_consolidation,2.7482917,30000.0
default,9957.831,50.650585,12.1893215,b,debt_consolidation,5.1164722,27726.521
default,9434.923,53.608215,19.488804,c,debt_consolidation,7.0,37946.734
default,7328.367,36.0,10.600943,b,debt_consolidation,3.9702044,45328.367
default,12000.0,40.1392,13.766099,b,other,2.5521991,79586.234
